timestamp,price
1754728858.4669714,116938.02
1754728858.8670645,116938.02
1754728861.9275944,116938.03
1754728864.9006636,116938.03
1754728867.8890917,116938.02
1754728870.8810155,116938.02
1754728873.92746,116938.03
1754728876.8767233,116938.02
1754728879.8741684,116938.03
1754728882.871256,116938.02
1754728885.860658,116938.03
1754728888.870208,116938.02
1754728891.8794143,116938.02
1754728894.8625846,116938.03
1754728897.8570006,116938.02
1754728900.851844,116938.03
1754728903.8659465,116938.02
1754728906.859222,116937.38
1754728909.862101,116937.37
1754728912.864624,116937.37
1754728915.8498437,116937.37
1754728918.8755648,116937.38
1754728921.9577577,116937.37
1754728924.9159982,116937.37
1754728927.8828254,116937.37
1754728930.863518,116937.37
1754728933.8799698,116937.37
1754728936.8703287,116937.37
1754728939.875502,116937.37
1754728942.871055,116937.37
1754728945.8623939,116937.37
1754728948.859952,116937.37
1754728951.859854,116937.99
1754728954.8666673,116938.0
1754728957.8694425,116938.0
1754728960.8523421,116938.0
1754728963.8608704,116938.0
1754728966.8589349,116938.0
1754728969.8585062,116937.99
1754728972.8567204,116938.0
1754728975.8476849,116938.0
1754728978.86332,116937.99
1754728981.9494514,116990.0
1754728984.9031746,116990.0
1754728987.8794181,116989.99
1754728990.8742497,116979.11
1754728993.8695214,116979.12
1754728996.858488,116969.42
1754728999.8631527,116969.43
1754729002.8833716,116969.42
1754729005.8604999,116969.42
1754729008.8558292,116969.43
1754729011.8607578,116969.43
1754729014.8609865,116973.72
1754729017.8575664,116973.74
1754729020.8491971,116973.73
1754729023.8563259,116973.74
1754729026.8526928,116973.74
1754729029.8533747,116973.73
1754729032.855318,116973.74
1754729038.8958497,116990.0
1754729041.9182599,116990.0
1754729044.9840527,116990.0
1754729047.8703268,116991.99
1754729050.8606691,116992.98
1754729053.8708098,116992.97
1754729056.8639205,117039.31
1754729059.860841,117051.55
1754729062.8733182,117051.54
1754729065.8708375,117051.55
1754729068.890326,117060.84
1754729071.8816793,117060.84
1754729074.8726544,117060.84
1754729077.8721802,117060.84
1754729080.846425,117060.83
1754729083.8702853,117071.07
1754729086.8798482,117071.08
1754729089.854369,117095.29
1754729092.8673403,117095.29
1754729095.875311,117110.57
1754729098.8791556,117127.0
1754729102.0079641,117157.39
1754729104.906948,117141.37
1754729107.9012973,117115.11
1754729110.895258,117095.74
1754729113.887045,117088.99
1754729116.87256,117088.99
1754729119.870448,117088.99
1754729122.86636,117080.13
1754729125.866468,117080.13
1754729128.859808,117062.88
1754729131.855577,117062.87
1754729134.872996,116994.22
1754729137.8643215,117038.78
1754729140.8494174,117038.78
1754729143.8566968,117038.79
1754729146.8695476,117038.79
1754729149.863502,117038.79
1754729152.856611,117038.79
1754729155.8428004,117038.78
1754729158.8576615,117038.79
1754729161.9687543,117038.77
1754729164.8942823,117024.88
1754729167.8725548,117024.88
1754729170.8644135,117026.38
1754729173.8771417,117026.39
1754729176.8682008,117026.38
1754729179.9153733,117026.38
1754729182.8806543,117026.38
1754729185.8584328,117026.38
1754729188.8595314,117026.38
1754729191.851766,117026.38
1754729194.8484242,117026.38
1754729197.8549836,117026.38
